by,discussion_id,score,timestamp,title,url,stars_at_submission,stars_month_1,stars_month_2,stars_month_3,stars_month_4,stars_month_5,commits_at_submission,commits_month_1,commits_month_2,commits_month_3,commits_month_4,commits_month_5,pull_requests_at_submission,pull_requests_month_1,pull_requests_month_2,pull_requests_month_3,pull_requests_month_4,pull_requests_month_5,forks_at_submission,forks_month_1,forks_month_2,forks_month_3,forks_month_4,forks_month_5,contributors_at_submission,contributors_month_1,contributors_month_2,contributors_month_3,contributors_month_4,contributors_month_5
tracyhenry,37066129,1,2023-08-09 17:40:56 UTC,An open-source visionOS tutorial: creating AI wall art in AR,https://github.com/tracyhenry/GenerativeDoodleArt_VisionOS,60,10,14,12,5,0,6,1,0,0,0,0,0,2,0,0,0,0,0,0,4,3,0,0,1,2,0,0,0,0
FanaHOVA,37067152,1,2023-08-09 19:10:22 UTC,"Show HN: Smol-podcaster, an AI intern for podcast hosts",https://github.com/FanaHOVA/smol-podcaster,140,25,4,37,9,6,5,3,1,2,2,3,1,2,0,2,3,2,12,4,0,4,0,0,2,1,1,1,1,1
olistic,37067289,4,2023-08-09 19:22:02 UTC,Show HN: Automatic commit messages with AI copilot,https://github.com/olistic/git-scribe,9,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jimmc414,37067801,1,2023-08-09 20:17:14 UTC,GPT-LLM-Trainer,https://github.com/mshumer/gpt-llm-trainer,2067,233,80,130,50,54,6,0,0,0,0,0,3,0,0,0,0,0,235,37,17,11,13,14,2,0,0,0,0,0
mik3y,37068094,5,2023-08-09 20:42:19 UTC,Generative agents: LLM-driven interactive simulation “inspired by The Sims”,https://github.com/joonspk-research/generative_agents,11167,974,537,465,346,372,5,0,0,0,0,0,35,5,1,2,0,1,1172,143,99,105,70,59,22,4,1,1,0,1
chr15m,37070123,1,2023-08-10 00:10:47 UTC,Show HN: Aish – shell script one-liner solutions from AI in your terminal prompt,https://github.com/chr15m/aish,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
timz,37072576,5,2023-08-10 06:18:59 UTC,"Show HN: Englishell – Plain english shell command executor, powered by ChatGPT",https://github.com/tzador/englishell,26,1,4,2,3,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
cmpxchg16,37076036,1,2023-08-10 13:39:26 UTC,Engineering Gen AI Assistant,https://github.com/genia-dev/GeniA,72,38,148,35,22,11,107,14,0,6,0,0,0,0,2,4,0,0,3,4,32,13,4,7,3,2,1,4,0,0
tmoneyy,37082117,190,2023-08-10 21:37:17 UTC,Llama 2 on ONNX runs locally,https://github.com/microsoft/Llama-2-Onnx,729,54,31,28,20,25,2,0,1,7,2,0,7,0,2,3,2,1,50,2,4,7,7,3,2,0,2,2,3,1
uillem,37087739,9,2023-08-11 12:06:59 UTC,"Uillem – an offline, containerized LLM interface",https://github.com/paolo-g/uillem,1,1,0,0,0,0,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
richardliaw,37091312,2,2023-08-11 17:27:20 UTC,Ray – an open source project for scaling AI workloads,https://github.com/ray-project/ray,526,615,513,454,413,447,1185,742,1227,694,767,915,1534,986,1118,789,732,776,93,107,83,77,90,99,86,87,88,78,74,71
thunderbong,37097499,2,2023-08-12 06:12:21 UTC,OpenPlugin: Seamlessly integrate with OpenAI's ChatGPT plugins via API,https://github.com/CakeCrusher/openplugin,31,0,0,2,5,3,9,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0
alwex,37103757,4,2023-08-12 20:05:28 UTC,LLM Guard: An Open-Source Toolkit for Secure LLM Adoption at Scale,https://github.com/laiyer-ai/llm-guard,23,208,60,107,86,86,18,99,97,93,50,64,8,27,10,20,20,19,3,23,10,7,8,9,2,5,3,3,4,5
mutant_glofish,37105352,89,2023-08-13 00:11:17 UTC,Doctor GPT: A Large Language Model That Can Pass the US Medical Licensing Exam,https://github.com/llSourcell/DoctorGPT,2959,171,0,0,0,0,5,5,0,0,0,0,9,6,0,0,0,0,285,28,0,0,0,0,8,1,0,0,0,0
peter_d_sherman,37107101,72,2023-08-13 05:57:34 UTC,Generative AI – A curated list of Generative AI projects and services,https://github.com/steven2358/awesome-generative-ai,1532,248,200,195,225,190,34,10,4,6,3,10,33,7,3,6,8,15,89,30,23,22,28,31,18,5,4,5,9,7
taubek,37112741,891,2023-08-13 18:35:15 UTC,Azure ChatGPT: Private and secure ChatGPT for internal enterprise use,https://github.com/microsoft/azurechatgpt,4926,0,0,0,0,0,45,0,0,0,0,0,81,0,0,0,0,0,643,0,0,0,0,0,27,0,0,0,0,0
henrycunh,37114859,1,2023-08-13 21:46:48 UTC,Show HN: Function calling on Claude 2 and Cohere with good DX powered by Cursive,https://github.com/meistrari/cursive-py,122,11,12,3,2,2,20,2,3,0,0,0,15,2,1,0,0,0,16,0,0,0,0,0,6,2,1,0,0,0
thinkingjimmy,37119112,50,2023-08-14 09:37:24 UTC,Show HN: A free course on how to write a good Midjourney/ChatGPT prompt,https://github.com/thinkingjimmy/Learning-Prompt,182,67,52,64,52,48,19,1,0,0,0,0,0,2,0,0,0,0,12,6,1,8,4,8,1,2,0,0,0,0
omarsar,37120702,1,2023-08-14 13:17:48 UTC,Tracking an LLM Evaluator Using Comet,https://github.com/dair-ai/llm-evaluator,9,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
olalonde,37120788,4,2023-08-14 13:25:53 UTC,"AgentGPT: Assemble, configure, and deploy AI Agents in the browser",https://github.com/reworkd/AgentGPT,728,669,532,546,488,464,297,42,25,35,1,1,150,67,68,69,26,48,177,132,122,104,111,100,15,9,10,7,5,6
flavianh,37122766,1,2023-08-14 16:14:18 UTC,LLPhant – A Comprehensive PHP Generative AI Framework Using GPT4,https://github.com/theodo-group/LLPhant,162,66,71,25,19,80,35,4,70,8,12,19,9,5,36,11,13,17,6,2,7,6,5,7,2,2,6,4,4,4
jallen_dot_dev,37123863,6,2023-08-14 17:30:02 UTC,"Show HN: OpenPilot, an open-source AI coding assistant for VS Code",https://github.com/jallen-dev/openpilot,9,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
ykhli,37128293,429,2023-08-14 23:46:02 UTC,"Show HN: AI-town, run your own custom AI world SIM with JavaScript",https://github.com/a16z-infra/ai-town,4651,360,169,184,178,158,67,19,77,7,14,5,63,12,60,6,19,4,324,45,34,27,28,26,18,5,4,4,6,3
gaocegege,37129330,2,2023-08-15 02:10:33 UTC,AI Based NPC System,https://github.com/litanlitudan/skyagi,29,29,16,6,6,5,6,0,0,0,0,0,4,0,0,0,0,0,4,1,2,0,0,1,3,0,0,0,0,0
jawerty,37133444,13,2023-08-15 13:01:55 UTC,"Show HN: 10x-React-Engineer, Generate Entire React Codebases with Llama 2",https://github.com/jawerty/10x-React-Engineer,65,15,3,4,0,0,13,0,0,0,0,0,15,0,0,0,0,0,6,2,0,0,0,0,2,0,0,0,0,0
Palmik,37143144,3,2023-08-16 05:24:31 UTC,ExLlama: Memory efficient way to run Llama,https://github.com/turboderp/exllama,371,246,123,121,69,63,10,6,0,0,0,0,13,4,0,0,0,2,29,10,6,10,7,4,8,3,0,0,0,1
zuccs,37143721,5,2023-08-16 07:10:00 UTC,Show HN: List of public sites blocking ChatGPT Bot,https://github.com/zuccs/disallow-chatgpt,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
thushanfernando,37144178,1,2023-08-16 08:22:44 UTC,LangUI – open-source Tailwind library AI and GPT projects,https://github.com/ahmadbilaldev/langui,1035,84,109,125,45,108,4,0,1,0,0,0,3,0,0,0,0,0,40,7,3,4,2,7,3,0,1,0,0,0
todsacerdoti,37147646,2,2023-08-16 14:32:11 UTC,LLaMA2-Accessory: An Open-Source Toolkit for LLM Development,https://github.com/Alpha-VLLM/LLaMA2-Accessory,127,127,111,182,141,103,53,53,49,46,55,17,4,4,2,7,7,22,8,8,7,16,11,10,7,7,5,7,7,5
mayankchhabra,37148210,225,2023-08-16 15:05:09 UTC,"Show HN: LlamaGPT – Self-hosted, offline, private AI chatbot, powered by Llama 2",https://github.com/getumbrel/llama-gpt,731,731,498,343,247,218,0,0,1,0,0,0,3,3,6,1,3,0,53,53,49,33,23,25,3,3,4,1,3,0
dillionverma,37148410,6,2023-08-16 15:17:47 UTC,Show HN: Llm.report – Open-source logging and analytics for OpenAI,https://github.com/dillionverma/llm.report,110,110,78,39,20,19,23,23,7,3,0,1,8,8,0,0,1,2,13,13,7,2,4,1,2,2,2,2,1,2
rahimnathwani,37154888,2,2023-08-16 22:45:18 UTC,GPT-oracle-trainer: AI to finetune a chatbot about a product's documentation,https://github.com/mshumer/gpt-oracle-trainer,14,14,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0
deusrex,37162061,5,2023-08-17 14:22:00 UTC,"Show HN: AutoStartup, A Llama 2 Agent That Plans and Builds Your Startup Ideas",https://github.com/jawerty/AutoStartup,11,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
yding,37175570,1,2023-08-18 13:49:00 UTC,Show HN: LitLLM the Spiciest LLM Wrapper,https://github.com/yisding/litllm,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mlejva,37175807,5,2023-08-18 14:07:49 UTC,SDKs for AI Agents,https://github.com/e2b-dev/awesome-sdks-for-ai-agents,84,96,40,0,0,0,7,14,7,0,0,0,2,2,2,0,0,0,2,10,2,0,0,0,2,2,2,0,0,0
thomashop,37197966,1,2023-08-20 10:59:51 UTC,Nuclear Codes: A ChatGPT Multi-Agent Simulation,https://github.com/pollinations/cooperative-evolving-gpts,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
today072,37198357,9,2023-08-20 12:10:27 UTC,Show HN: Talk to AI Models in Terminal,https://github.com/Databingo/aih,2,2,2,0,2,0,77,5,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0
swyx,37200592,12,2023-08-20 16:25:57 UTC,Show HN: GodMode – open-source AI Chat Browser,https://github.com/smol-ai/GodMode,431,133,102,57,53,35,18,6,1,0,0,0,17,6,2,0,1,0,28,11,7,8,6,6,4,1,2,0,1,0
kevinlu1248,37202950,1,2023-08-20 21:08:52 UTC,Codeblocks: Library for merging incomplete LLM-generated code,https://github.com/aorwall/codeblocks,2,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gharbat,37203196,128,2023-08-20 21:45:19 UTC,OpenCopilot – Open source AI copilot for your own SaaS product,https://github.com/openchatai/OpenCopilot,912,301,199,764,636,126,154,108,232,477,247,126,56,80,145,220,192,104,60,18,19,60,62,20,5,4,6,5,5,6
ricklamers,37207242,2,2023-08-21 09:41:13 UTC,"Show HN: Shell-AI, run shell commands with natural language",https://github.com/ricklamers/shell-ai,112,22,18,13,16,15,8,0,1,7,1,0,2,0,2,4,2,0,14,2,2,2,4,0,1,0,2,2,2,0
rishsriv,37209539,5,2023-08-21 13:48:39 UTC,SQLCoder: 15B param OSS LLM that outperforms GPT-3.5 for text to SQL generation,https://github.com/defog-ai/sqlcoder,187,174,309,92,179,273,3,6,6,0,4,30,0,2,2,1,2,2,17,9,16,9,7,27,1,2,2,1,3,1
haouarin,37220069,11,2023-08-22 08:35:07 UTC,Show HN: Convert Research Papers into Dynamic Mind Maps with Claude,https://github.com/nhaouari/papersnap,16,5,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
jawerty,37220201,2,2023-08-22 08:57:30 UTC,"Show HN: 10x-Git-Buddy, an LLM Agent That Fixes GitHub Issues for You",https://github.com/jawerty/10x-Git-Buddy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JohannesTk,37223776,109,2023-08-22 15:03:49 UTC,Show HN: OpenCopilot – Build and embed open-source AI copilots into your product,https://github.com/opencopilotdev/opencopilot,87,17,0,0,0,0,274,0,0,0,0,0,140,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0
youyang8,37224725,5,2023-08-22 16:08:03 UTC,Show HN: Open-Source Chat AI Platform with Custom Knowledge,https://github.com/RCGAI/SimplyRetrieve,13,24,15,11,6,4,0,8,6,5,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,1,2,1,0,1
vyrotek,37229057,1,2023-08-22 21:55:20 UTC,Whisper.NET – .NET Bindings for OpenAI Whisper,https://github.com/sandrohanea/whisper.net,20,20,31,27,31,28,12,0,16,0,0,3,15,11,19,2,3,7,5,1,4,4,2,4,2,1,3,1,1,2
wenyuanyu,37232342,2,2023-08-23 06:01:45 UTC,"Qwen-VL, a Large Vision Language Model by Alibaba Cloud",https://github.com/QwenLM/Qwen-VL,449,272,235,248,446,391,30,21,3,20,7,0,20,3,2,3,6,2,36,26,16,20,36,32,8,4,4,3,3,2
garrinm,37233941,1,2023-08-23 10:30:59 UTC,Show HN: Clint LLM – An Interactive Medical Information and Reasoning Tool,https://github.com/clint-llm/clint-llm.github.io,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danielszm,37234779,1,2023-08-23 12:24:48 UTC,Cohere Clojure SDK,https://github.com/danielsz/cohere-clojure,6,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5n00py,37235190,4,2023-08-23 13:02:14 UTC,Show HN: Script to Auto-Generate Commit Messages with AI,https://github.com/5n00py/SmartCommit,72,4,0,2,0,0,0,5,0,18,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0
aazo11,37240363,215,2023-08-23 18:38:56 UTC,Show HN: Dataherald AI – Natural Language to SQL Engine,https://github.com/Dataherald/dataherald,129,82,40,24,46,131,89,51,58,57,97,62,85,68,60,71,121,72,12,12,5,9,10,12,8,5,7,4,3,5
iryna_kondr,37248803,2,2023-08-24 13:54:48 UTC,Show HN: Agent Dingo – a microframework for buildling conversational AI agents,https://github.com/BeastByteAI/agent_dingo,11,3,2,2,1,6,0,0,0,0,0,3,0,2,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,1
stephanst,37251269,5,2023-08-24 16:50:42 UTC,Show HN: I built an open-source AI system for drones,https://github.com/stephansturges/WALDO,88,26,55,13,10,13,1,1,1,0,2,0,1,1,0,1,2,0,11,4,5,4,0,1,1,2,1,1,1,0
jawerty,37252952,1,2023-08-24 18:44:35 UTC,Show HN: Last Night I Built a Junior Dev AI Agent (Experiment),https://github.com/jawerty/JuniorDev,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
silverthorn,37254510,181,2023-08-24 21:02:21 UTC,Maccarone: AI-managed code blocks in Python,https://github.com/bsilverthorn/maccarone,66,9,3,3,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
iamarunbrahma,37259753,160,2023-08-25 09:34:28 UTC,Finetuning of Falcon-7B LLM Using QLoRA on Mental Health Conversational Dataset,https://github.com/iamarunbrahma/finetuned-qlora-falcon7b-medical,21,7,5,10,4,3,1,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,0,1,0,0,0,1,0
pplonski86,37260913,51,2023-08-25 12:25:59 UTC,Show HN: PlotAI – Create Plots in Python and Matplotlib with LLM,https://github.com/mljar/plotai,71,15,9,3,8,2,4,1,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,1,1,1,0,0,0,0
iryna_kondr,37261619,3,2023-08-25 13:41:29 UTC,Show HN: Scikit-LLM seamlessly integrate LLMs into scikit-learn,https://github.com/iryna-kondr/scikit-llm,224,108,64,55,86,25,10,1,3,4,1,1,5,2,0,4,0,0,24,10,4,3,5,1,4,3,3,3,1,1
arpanpreneur,37266437,1,2023-08-25 20:10:10 UTC,Show HN: Mine Insights from text using configurable LLM Prompt Chains,https://github.com/LLMine/llmine_core,16,4,0,0,2,0,27,0,0,0,0,0,17,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0
homarp,37284544,3,2023-08-27 17:06:03 UTC,Code Repo-Prep for LLM Ingestion,https://github.com/jimmc414/onefilerepo,3,1,6,2,1,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
hcrisp,37292854,4,2023-08-28 12:13:39 UTC,Code Llama for VS Code,https://github.com/xNul/code-llama-for-vscode,116,50,41,16,31,26,0,0,0,0,0,0,0,0,0,0,0,0,8,5,2,1,0,2,0,0,0,0,0,0
usernamebias,37296329,2,2023-08-28 16:09:25 UTC,Automatically blur features in videos and images using AI,https://github.com/fwd/deepCover,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keveman,37301255,2,2023-08-28 22:35:19 UTC,Fast inference of OpenAI's Whisper on Rockchip processors,https://github.com/usefulsensors/useful-transformers,80,35,26,15,33,23,6,1,0,0,1,0,4,2,0,1,5,0,7,3,3,3,3,0,2,1,0,1,4,0
kristintynski,37301954,1,2023-08-29 00:15:10 UTC,"20+ AI Uses Cases in Marketing, PR, SEO, and Social Media – Colab Experiments",https://github.com/ktynski/Marketing_Automations_Notebooks_With_GPT,141,22,19,15,7,7,0,0,0,0,0,0,0,0,0,0,0,0,22,4,6,4,2,4,0,0,0,0,0,0
marcklingen,37310070,143,2023-08-29 16:14:06 UTC,Show HN: Langfuse – Open-source observability and analytics for LLM apps,https://github.com/langfuse/langfuse,275,243,250,180,259,220,394,449,405,399,548,593,242,231,258,264,304,313,24,18,39,13,35,22,6,7,12,10,12,14
Matiti,37311689,2,2023-08-29 18:12:06 UTC,PokerGPT a discord bot for playing poker with ChatGPT,https://github.com/matteo-psnt/PokerGPT,11,2,1,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0
mtharrison,37315093,2,2023-08-29 22:40:24 UTC,Show HN: PromptScape – prototyping AI agents without writing code,https://github.com/mtharrison/promptscaper,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
michellezzz,37319086,1,2023-08-30 08:20:09 UTC,Combine DevOps Tools with LLM to Realize Software Development Automation,https://github.com/kuafuai/DevOpsGPT,1245,119,669,425,84,51,51,25,55,3,2,1,18,11,10,2,0,0,171,12,48,99,28,12,2,3,4,2,1,1
forgotlastlogin,37319095,1,2023-08-30 08:22:16 UTC,Show HN: Llama explain- llama2 ELI5 Chrome extension running your machine,https://github.com/welniak/llama-explain,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
bringtheband,37334374,2,2023-08-31 09:05:06 UTC,Turn Any YouTube Channel into a Chatbot,https://github.com/aymenfurter/azure-transcript-search-openai-demo,11,0,1,0,0,1,0,10,5,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,1,2,0,2,0
dolphinbell,37334514,1,2023-08-31 09:22:00 UTC,Starter pack for AI going beyond humans,https://github.com/jennyzzt/awesome-open-ended,6,9,3,9,13,3,0,2,0,1,3,0,0,2,0,2,3,0,1,1,0,1,1,0,0,2,0,2,2,0
thomasahle,37340253,5,2023-08-31 16:57:02 UTC,Better Gzip Language Model from Beam Search,https://github.com/thomasahle/ziplm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jmiran15,37340676,1,2023-08-31 17:24:45 UTC,"Show HN: Open-Source Chatbot UI Builder, Tester, and Marketplace",https://github.com/jmiran15/chatmate,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ajhai,37342482,7,2023-08-31 19:29:52 UTC,"Show HN: LLMStack – Self-Hosted, Low-Code Platform to Build AI Experiences",https://github.com/trypromptly/LLMStack,181,174,56,57,101,60,87,58,73,93,109,87,49,30,34,36,55,28,17,57,17,8,17,12,6,7,5,4,7,5
lpklpz,37344845,2,2023-08-31 23:21:41 UTC,"Show HN: Elaine, a small library for creating OpenAI-based chatbots",https://github.com/luisfarzati/elaine,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hubraumhugo,37354204,34,2023-09-01 18:01:23 UTC,Show HN: Automating Job Search with AI,https://github.com/AdrianKrebs/datalens,71,2,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0
zht1130,37358680,2,2023-09-02 05:06:09 UTC,AIGC Tutorials curates content on AIGC for all AI enthusiasts,https://github.com/luban-agi/Awesome-AIGC-Tutorials,1671,296,366,180,381,108,43,1,2,1,1,3,0,1,0,0,0,1,91,13,17,11,32,13,1,2,1,1,1,2
lexoj,37369879,1,2023-09-03 12:29:09 UTC,Local RSS aggregator with optional AI summarisation,https://github.com/piqoni/matcha,22,7,8,5,5,11,6,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
Art_F_T_Machine,37370815,2,2023-09-03 14:42:16 UTC,Show HN: Mantella – Talk to AI-Powered NPCs in Skyrim,https://github.com/art-from-the-machine/Mantella,26,14,9,12,16,2,63,13,11,14,54,17,38,33,6,31,47,27,4,2,5,10,4,2,4,3,3,6,6,3
amts,37371252,3,2023-09-03 15:39:15 UTC,A generative AI extension for JupyterLab,https://github.com/jupyterlab/jupyter-ai,113,92,108,109,322,62,19,16,40,42,45,30,23,19,77,74,76,56,14,15,11,14,39,16,6,6,12,9,12,13
grlass,37373655,3,2023-09-03 19:40:08 UTC,Show HN: Signal-compress: LLM-compression of Signal chats,https://github.com/Wheest/signal-compress,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cmitsakis,37379984,201,2023-09-04 12:47:48 UTC,TinyLlama project aims to pretrain a 1.1B Llama model on 3T tokens,https://github.com/jzhang38/TinyLlama,2559,408,273,339,2035,316,52,27,25,16,15,1,17,12,17,8,13,6,102,17,21,21,139,29,8,3,4,3,4,4
boburpw,37380206,1,2023-09-04 13:19:33 UTC,Build a real-time price tracker with ChatGPT,https://github.com/Boburmirzo/chatgpt-api-python-sales,7,10,18,2,2,4,1,3,0,0,0,0,0,1,0,0,0,0,3,6,5,4,2,1,1,2,0,0,0,0
mlejva,37380491,6,2023-09-04 13:53:10 UTC,Show HN: LLM Code Interpreter,https://github.com/e2b-dev/llm-code-interpreter,56,23,20,14,15,9,0,0,0,0,0,0,0,0,0,0,0,0,11,2,4,1,2,0,0,0,0,0,0,0
argosopentech,37381916,2,2023-09-04 16:19:06 UTC,Argos Train – open-source NLP model training,https://github.com/argosopentech/argos-train,7,4,1,2,1,3,8,0,0,2,3,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,2,1
brianrisk,37385375,2,2023-09-04 21:40:51 UTC,Django App that logs exceptions and uses AI to suggest fixes,https://github.com/brianrisk/exceptbot,8,0,0,0,0,0,20,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
jstrieb,37387585,96,2023-09-05 03:38:52 UTC,Show HN: Transform any website or eBook into a research paper (no LLM required),https://github.com/jstrieb/paperify,301,16,8,3,4,5,6,0,0,0,0,0,0,0,0,0,0,0,13,1,1,1,1,0,1,0,0,0,0,0
wwwwww1020,37398159,1,2023-09-05 21:42:42 UTC,SolidGPT – AI-human collaboration framework. Boost your software SOP,https://github.com/AI-Citizen/SolidGPT,230,1235,197,40,41,34,17,50,6,0,0,8,13,43,6,0,0,8,17,64,16,2,2,8,4,11,4,0,0,4
kamiljk,37400570,4,2023-09-06 02:04:24 UTC,Show HN: Trellis – open-source Python framework to build DAG-based LLM workflows,https://github.com/interlocklabs/trellis,23,4,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
razcle,37403446,3,2023-09-06 10:57:27 UTC,Show HN: Coworker – An Open Source AI assistant for your company Slack,https://github.com/humanloop/coworker,17,4,0,0,0,1,12,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,2,1,0
secsamai,37407918,7,2023-09-06 17:07:43 UTC,Show HN: secinsights.ai – An open-source full-stack app using LlamaIndex,https://github.com/run-llama/sec-insights,1210,217,116,94,113,87,54,14,11,0,1,1,52,11,14,1,5,5,200,79,83,39,39,42,5,2,3,1,4,3
JikkuJose,37408398,3,2023-09-06 17:42:07 UTC,Show HN: All ChatGPT plugins in a single file,https://github.com/jikkujose/awesome-chatgpt-plugins,41,8,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0
amaiya,37412793,150,2023-09-06 23:28:39 UTC,Run ChatGPT-like LLMs on your laptop in 3 lines of code,https://github.com/amaiya/onprem,536,41,19,9,14,4,331,19,2,53,57,0,13,0,1,0,0,0,17,6,2,0,0,1,4,2,3,2,2,0
gk1,37422557,2,2023-09-07 17:34:03 UTC,Book-author-GPT: Create a chatbot from any ePub book,https://github.com/artsmc/Book-author-GPT,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaiyi42,37442306,3,2023-09-09 04:29:51 UTC,Promptflow: Build high-quality LLM app from prototyping to production deployment,https://github.com/microsoft/promptflow,2266,3733,467,292,278,204,1244,1476,1543,1321,1675,1263,407,437,556,479,437,458,188,185,59,56,45,41,41,49,41,40,36,38
advaith08,37448005,124,2023-09-09 17:43:11 UTC,Show HN: WhatsApp-Llama: A clone of yourself from your WhatsApp conversations,https://github.com/Ads-cmu/WhatsApp-Llama,271,9,6,5,7,5,11,0,0,0,0,0,2,0,0,0,0,0,10,0,1,1,1,0,3,0,0,0,0,0
golbin,37448012,3,2023-09-09 17:43:59 UTC,Simple Text Chunking Library for LLM,https://github.com/golbin/llm-chunk,12,5,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
smilingleo,37461902,2,2023-09-11 01:47:11 UTC,An AI Native database for embedding vectors,https://github.com/awa-ai/awadb,21,18,7,3,10,8,6,8,0,21,2,0,16,19,0,43,4,0,1,1,1,0,0,1,1,2,0,1,1,0
Jimmc414,37462388,2,2023-09-11 03:04:20 UTC,spaCy-llm:Integrating LLMs into structured NLP pipelines,https://github.com/explosion/spacy-llm,76,84,39,36,52,38,85,63,66,41,27,2,32,40,27,18,32,0,6,5,6,2,5,1,3,4,3,2,3,1
barqawiz,37467499,7,2023-09-11 14:08:32 UTC,AI Models as Private Microservice,https://github.com/intelligentnode/IntelliServer,4,2,3,4,1,0,87,14,23,7,32,0,50,2,12,1,13,0,0,0,0,1,0,0,3,3,3,2,3,0
johncole,37485007,1,2023-09-12 18:00:48 UTC,"CountGPT: Count words for ChatGPT input, help reduce them",https://github.com/johnisanerd/countGPT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
